timestamp,low,high,open,close,volume
2017-08-17 04:00:00,298.0,307.96,301.13,307.96,1561.95305
2017-08-17 08:00:00,307.0,312.0,307.95,308.95,1177.71088
2017-08-17 12:00:00,303.56,310.51,308.95,307.06,1882.05267
2017-08-17 16:00:00,298.21,312.18,307.74,301.6,1208.05192
2017-08-17 20:00:00,299.01,310.85,301.6,302.0,1200.94182
2017-08-18 00:00:00,295.19,306.47,302.0,301.4,1690.58319
2017-08-18 04:00:00,298.41,309.49,301.4,306.24,1732.52616
2017-08-18 08:00:00,303.22,311.79,306.24,307.78,1213.01283
2017-08-18 12:00:00,296.32,310.29,307.78,298.8,1358.99471
2017-08-18 16:00:00,287.37,301.11,298.8,293.83,1620.71499
2017-08-18 20:00:00,283.94,295.46,295.46,293.96,1922.01458
2017-08-19 00:00:00,292.83,299.84,293.31,293.22,282.19297
2017-08-19 04:00:00,287.01,299.9,294.69,290.16,235.2921
2017-08-19 08:00:00,278.0,293.17,290.16,282.58,1139.03045
2017-08-19 12:00:00,279.56,290.85,281.39,288.64,288.29994
2017-08-19 16:00:00,284.16,295.0,288.64,293.31,127.38589
2017-08-19 20:00:00,288.8,294.9,290.6,290.91,73.99638
2017-08-20 00:00:00,285.96,292.42,289.41,292.41,68.40092
2017-08-20 04:00:00,285.39,295.56,287.97,292.08,252.26228
2017-08-20 08:00:00,282.85,296.89,293.02,295.0,240.75968
2017-08-20 12:00:00,292.28,296.92,295.0,295.1,67.3647
2017-08-20 16:00:00,293.28,300.53,295.1,297.88,361.56695
2017-08-20 20:00:00,294.51,300.53,297.87,299.1,1519.78418
2017-08-21 00:00:00,294.6,300.9,299.1,299.85,723.80595
2017-08-21 04:00:00,299.11,329.49,300.03,318.5,888.57113
2017-08-21 08:00:00,312.6,333.66,317.48,331.53,207.37686
2017-08-21 12:00:00,325.42,346.52,331.33,334.94,1227.44025
2017-08-21 16:00:00,316.82,342.72,334.34,329.71,1715.07272
2017-08-21 20:00:00,316.12,332.74,332.27,323.29,457.17851
2017-08-22 00:00:00,280.0,330.41,321.04,280.0,809.61524
2017-08-22 04:00:00,144.21,310.24,144.21,300.35,707.47249
2017-08-22 08:00:00,296.0,313.16,300.35,308.03,2176.12505
2017-08-22 12:00:00,301.48,311.24,311.16,308.39,1756.8306
2017-08-22 16:00:00,305.08,320.76,305.08,307.03,1304.2511
2017-08-22 20:00:00,305.08,313.99,307.03,309.8,1202.0564
2017-08-23 00:00:00,309.41,319.78,312.25,317.26,1088.33347
2017-08-23 04:00:00,315.35,324.99,315.45,319.06,1376.06321
2017-08-23 08:00:00,318.02,324.51,319.06,319.2,1285.87403
2017-08-23 12:00:00,313.75,322.0,319.2,319.2,2106.38559
2017-08-23 16:00:00,315.53,322.34,317.87,318.57,1635.49673
2017-08-23 20:00:00,312.05,320.2,318.57,315.74,1173.57266
2017-08-24 00:00:00,314.01,318.45,315.74,315.22,1061.17398
2017-08-24 04:00:00,314.31,322.36,315.22,318.54,1074.07592
2017-08-24 08:00:00,316.14,323.61,318.54,323.61,1670.50319
2017-08-24 12:00:00,317.9,328.04,322.51,321.2,1138.04846
2017-08-24 16:00:00,318.97,325.35,323.67,321.23,909.12592
2017-08-24 20:00:00,318.97,326.33,321.23,323.42,900.34445
2017-08-25 00:00:00,323.42,330.44,323.42,326.55,1406.8485
2017-08-25 04:00:00,326.55,335.0,326.55,330.29,1115.60692
2017-08-25 08:00:00,327.4,335.41,330.29,331.26,1199.42604
2017-08-25 12:00:00,328.72,335.33,329.68,333.15,1961.178
2017-08-25 16:00:00,325.42,338.28,335.29,328.71,751.25954
2017-08-25 20:00:00,324.9,332.27,329.91,327.24,691.65062
2017-08-26 00:00:00,323.41,332.27,327.24,323.46,569.57801
2017-08-26 04:00:00,323.41,329.69,323.46,327.9,1070.6985
2017-08-26 08:00:00,326.69,331.25,328.45,327.89,856.541
2017-08-26 12:00:00,324.06,335.44,328.25,327.0,940.58482
2017-08-26 16:00:00,326.7,334.17,327.01,331.19,803.00095
2017-08-26 20:00:00,329.33,334.17,332.68,330.79,637.28193
2017-08-27 00:00:00,330.79,338.28,332.18,331.62,1056.62234
2017-08-27 04:00:00,331.49,338.29,334.5,332.77,689.1668
2017-08-27 08:00:00,330.73,338.42,332.77,333.94,857.24989
2017-08-27 12:00:00,331.88,336.99,333.93,334.67,665.54231
2017-08-27 16:00:00,332.97,341.47,335.04,339.64,795.13177
2017-08-27 20:00:00,337.12,348.13,341.47,348.13,571.72404
2017-08-28 00:00:00,343.44,351.0,348.11,343.44,740.63428
2017-08-28 04:00:00,331.95,343.69,343.43,338.77,1139.94898
2017-08-28 08:00:00,336.54,342.86,340.89,341.9,636.04761
2017-08-28 12:00:00,339.34,347.41,339.62,341.83,587.29518
2017-08-28 16:00:00,340.49,347.42,341.83,344.3,759.06227
2017-08-28 20:00:00,342.16,348.5,342.54,346.0,416.19338
2017-08-29 00:00:00,346.0,353.23,347.0,350.03,276.84576
2017-08-29 04:00:00,350.02,360.79,351.19,354.18,381.6272
2017-08-29 08:00:00,354.01,367.13,354.17,356.75,463.44028
2017-08-29 12:00:00,358.1,367.4,358.1,364.57,737.9557
2017-08-29 16:00:00,362.79,373.66,365.74,367.44,694.84255
2017-08-29 20:00:00,367.36,377.6,367.44,374.7,477.42276
2017-08-30 00:00:00,367.37,377.8,374.7,373.0,344.29846
2017-08-30 04:00:00,372.92,393.71,373.0,378.14,452.43879
2017-08-30 08:00:00,362.05,384.33,378.16,375.9,1349.92146
2017-08-30 12:00:00,370.49,385.33,373.01,379.38,1027.5116
2017-08-30 16:00:00,378.72,389.8,379.38,383.38,678.10192
2017-08-30 20:00:00,380.74,387.29,385.34,385.93,594.32385
2017-08-31 00:00:00,377.78,384.64,384.64,383.51,676.3998
2017-08-31 04:00:00,379.21,385.94,383.66,383.14,482.67689
2017-08-31 08:00:00,378.85,387.42,381.89,387.42,788.3641
2017-08-31 12:00:00,383.48,389.36,385.82,383.76,905.28394
2017-08-31 16:00:00,383.13,387.39,384.38,384.45,878.88372
2017-08-31 20:00:00,383.19,388.25,385.1,384.79,704.2601
2017-09-01 00:00:00,384.79,394.39,386.44,390.86,752.09698
2017-09-01 04:00:00,383.18,394.27,392.65,388.4,754.44472
2017-09-01 08:00:00,387.46,393.08,389.48,389.64,865.19825
2017-09-01 12:00:00,385.88,391.2,389.56,387.01,827.84309
2017-09-01 16:00:00,386.05,393.4,387.91,388.08,797.61671
2017-09-01 20:00:00,388.08,394.02,389.62,388.46,201.48459
2017-09-02 00:00:00,373.66,394.32,388.58,378.52,916.21546
2017-09-02 04:00:00,347.0,379.6,378.51,363.7,1906.75794
2017-09-02 08:00:00,350.42,364.84,364.83,357.0,1296.25993
2017-09-02 12:00:00,327.09,360.28,358.25,341.72,1569.16565
2017-09-02 16:00:00,329.73,345.27,341.72,336.18,1353.98239
2017-09-02 20:00:00,320.08,343.15,338.08,343.14,1197.94587
2017-09-03 00:00:00,340.2,352.67,343.56,348.85,1014.47822
2017-09-03 04:00:00,348.84,367.28,348.85,357.81,697.53237
2017-09-03 08:00:00,334.75,363.45,357.82,336.54,1200.03896
2017-09-03 12:00:00,320.08,348.22,337.69,329.34,1590.16682
2017-09-03 16:00:00,328.3,347.73,329.35,343.03,451.76818
