timestamp,low,high,open,close,volume
2019-07-05 12:00:00,0.00376,0.0046,0.00449,0.0039249,949430724.0
2019-07-05 13:00:00,0.003765,0.0039284,0.0039153,0.0038353,159004267.0
2019-07-05 14:00:00,0.0038139,0.00392,0.003845,0.0038413,105517060.0
2019-07-05 15:00:00,0.00371,0.0038689,0.0038373,0.0037379,100804728.0
2019-07-05 16:00:00,0.0036364,0.0037338,0.0037276,0.0036664,120261079.0
2019-07-05 17:00:00,0.00355,0.00368,0.003659,0.0036276,148274922.0
2019-07-05 18:00:00,0.0035792,0.0037306,0.0036216,0.00364,58947455.0
2019-07-05 19:00:00,0.0036353,0.0037236,0.0036388,0.0036881,73100952.0
2019-07-05 20:00:00,0.0036237,0.0037383,0.0036883,0.0037109,42377075.0
2019-07-05 21:00:00,0.0036767,0.003779,0.0037109,0.0037101,45786507.0
2019-07-05 22:00:00,0.00369,0.0037788,0.0037111,0.0037431,48592477.0
2019-07-05 23:00:00,0.0037133,0.0038736,0.0037431,0.0038701,76200414.0
2019-07-06 00:00:00,0.0037637,0.0039426,0.0038741,0.0038186,130154065.0
2019-07-06 01:00:00,0.003704,0.0038427,0.0038187,0.0037471,68745344.0
2019-07-06 02:00:00,0.0037108,0.0038118,0.0037394,0.0037404,51788682.0
2019-07-06 03:00:00,0.003715,0.00377,0.0037404,0.003767,28422320.0
2019-07-06 04:00:00,0.003742,0.0038127,0.0037674,0.0037449,33717584.0
2019-07-06 05:00:00,0.0037,0.0037597,0.0037449,0.003707,20738223.0
2019-07-06 06:00:00,0.0036236,0.0037618,0.0037039,0.0036409,54474451.0
2019-07-06 07:00:00,0.00361,0.0037272,0.0036475,0.0036599,42249950.0
2019-07-06 08:00:00,0.0036193,0.0036854,0.00367,0.0036193,32272997.0
2019-07-06 09:00:00,0.0036104,0.0036917,0.0036193,0.0036387,23635872.0
2019-07-06 10:00:00,0.003601,0.0036549,0.0036431,0.0036449,29513198.0
2019-07-06 11:00:00,0.0035901,0.0036439,0.0036308,0.0036351,25157811.0
2019-07-06 12:00:00,0.0036001,0.00368,0.0036317,0.003638,35755758.0
2019-07-06 13:00:00,0.0035901,0.0036692,0.003627,0.0036511,25720831.0
2019-07-06 14:00:00,0.00359,0.0036659,0.0036511,0.0036193,32459139.0
2019-07-06 15:00:00,0.0036,0.00368,0.0036299,0.0036488,61412451.0
2019-07-06 16:00:00,0.0035178,0.0036696,0.0036451,0.0035629,57017279.0
2019-07-06 17:00:00,0.0035171,0.0035685,0.003562,0.0035407,44660363.0
2019-07-06 18:00:00,0.0034606,0.0035602,0.0035407,0.0034925,41805100.0
2019-07-06 19:00:00,0.003455,0.0035109,0.0034903,0.0034688,25111688.0
2019-07-06 20:00:00,0.00344,0.0034847,0.003471,0.003481,21888862.0
2019-07-06 21:00:00,0.0034011,0.0034812,0.003481,0.0034045,32734929.0
2019-07-06 22:00:00,0.0033652,0.0034668,0.0034011,0.0034446,53851536.0
2019-07-06 23:00:00,0.0034031,0.0035353,0.0034417,0.0035,37455854.0
2019-07-07 00:00:00,0.0034204,0.003504,0.003504,0.0034356,34061868.0
2019-07-07 01:00:00,0.0034,0.0034696,0.0034356,0.0034519,22101756.0
2019-07-07 02:00:00,0.003427,0.0035103,0.0034605,0.003499,26512148.0
2019-07-07 03:00:00,0.00346,0.0035239,0.0034982,0.00348,13503278.0
2019-07-07 04:00:00,0.0034351,0.0035088,0.0034721,0.0035029,24492129.0
2019-07-07 05:00:00,0.0034582,0.0035099,0.0035029,0.0034717,28634611.0
2019-07-07 06:00:00,0.0034664,0.0035576,0.0034717,0.0035043,18425191.0
2019-07-07 07:00:00,0.0035014,0.0035439,0.0035097,0.00353,11573797.0
2019-07-07 08:00:00,0.0035014,0.003547,0.00353,0.0035353,23301003.0
2019-07-07 09:00:00,0.0035169,0.0035419,0.0035352,0.0035322,6859467.0
2019-07-07 10:00:00,0.0035105,0.0035618,0.0035322,0.0035294,30178439.0
2019-07-07 11:00:00,0.0034761,0.0035266,0.0035244,0.0035004,35797310.0
2019-07-07 12:00:00,0.00347,0.0035163,0.003497,0.003486,23946033.0
2019-07-07 13:00:00,0.00345,0.0034978,0.003486,0.0034745,24790660.0
2019-07-07 14:00:00,0.00348,0.003515,0.00348,0.0034919,10595986.0
2019-07-07 15:00:00,0.0034601,0.0035083,0.0034919,0.0034601,20113089.0
2019-07-07 16:00:00,0.0034399,0.0034706,0.0034607,0.0034601,19636031.0
2019-07-07 17:00:00,0.003455,0.00365,0.0034601,0.0036048,45397041.0
2019-07-07 18:00:00,0.0035045,0.0036048,0.0036048,0.003527,41527231.0
2019-07-07 19:00:00,0.0035138,0.0035745,0.003527,0.0035459,11614218.0
2019-07-07 20:00:00,0.0035368,0.0035999,0.0035459,0.0035534,24682988.0
2019-07-07 21:00:00,0.0035435,0.0035817,0.0035503,0.0035649,11490362.0
2019-07-07 22:00:00,0.0035288,0.0035854,0.00357,0.0035288,12379698.0
2019-07-07 23:00:00,0.0035214,0.0035527,0.0035288,0.0035377,8999658.0
2019-07-08 00:00:00,0.0035248,0.0035618,0.0035378,0.0035306,8659913.0
2019-07-08 01:00:00,0.0035071,0.0035465,0.0035306,0.0035403,14309364.0
2019-07-08 02:00:00,0.0035111,0.0035393,0.0035393,0.0035231,4329581.0
2019-07-08 03:00:00,0.00348,0.0035138,0.0035111,0.0034846,10308019.0
2019-07-08 04:00:00,0.00347,0.0035063,0.0034846,0.0034895,6879862.0
2019-07-08 05:00:00,0.0034787,0.0035,0.0034901,0.0034793,9181596.0
2019-07-08 06:00:00,0.0034262,0.0034793,0.0034782,0.0034657,15024203.0
2019-07-08 07:00:00,0.0034569,0.0034823,0.0034569,0.0034689,5259370.0
2019-07-08 08:00:00,0.0034539,0.0034993,0.0034723,0.0034993,8666830.0
2019-07-08 09:00:00,0.0034993,0.003545,0.0034993,0.0035112,45963707.0
2019-07-08 10:00:00,0.0035028,0.00355,0.0035121,0.0035393,11599292.0
2019-07-08 11:00:00,0.00352,0.0035544,0.0035393,0.003549,13772634.0
2019-07-08 12:00:00,0.0035236,0.003556,0.0035403,0.0035339,7337940.0
2019-07-08 13:00:00,0.0034989,0.0035378,0.0035339,0.0034989,6431849.0
2019-07-08 14:00:00,0.0034,0.003515,0.003494,0.0034804,20558461.0
2019-07-08 15:00:00,0.0034558,0.0034924,0.0034804,0.0034706,13139100.0
