timestamp,low,high,open,close,volume
2017-08-17 04:00:00,4261.32,4349.99,4261.48,4349.99,82.088865
2017-08-17 08:00:00,4333.32,4485.39,4333.32,4427.3,63.619882
2017-08-17 12:00:00,4333.42,4485.39,4436.06,4352.34,174.562001
2017-08-17 16:00:00,4200.74,4354.84,4352.33,4325.23,225.109716
2017-08-17 20:00:00,4258.56,4369.69,4307.56,4285.08,249.769913
2017-08-18 00:00:00,4134.61,4340.62,4285.08,4292.39,276.193043
2017-08-18 04:00:00,4234.43,4340.62,4292.39,4300.25,248.389029
2017-08-18 08:00:00,4259.85,4371.52,4285.0,4340.31,196.140129
2017-08-18 12:00:00,4193.7,4340.31,4320.52,4236.89,175.969384
2017-08-18 16:00:00,4015.7,4297.75,4234.54,4136.28,193.64697
2017-08-18 20:00:00,3938.77,4136.48,4135.0,4108.37,109.549709
2017-08-19 00:00:00,4084.28,4184.69,4108.37,4138.55,108.510448
2017-08-19 04:00:00,3933.21,4156.0,4138.5,4033.47,112.752079
2017-08-19 08:00:00,3850.0,4082.25,4033.47,3957.6,77.256042
2017-08-19 12:00:00,3928.89,4100.0,3945.12,3972.05,47.515578
2017-08-19 16:00:00,3953.4,4103.92,4036.19,4076.12,25.925056
2017-08-19 20:00:00,4051.47,4149.99,4088.71,4139.98,9.35056
2017-08-20 00:00:00,4044.0,4139.98,4120.98,4094.62,6.611283
2017-08-20 04:00:00,4081.19,4156.56,4094.62,4155.87,28.60391
2017-08-20 08:00:00,4032.62,4211.08,4155.87,4106.53,36.019943
2017-08-20 12:00:00,4063.35,4125.43,4106.53,4125.0,29.113266
2017-08-20 16:00:00,4091.59,4185.94,4125.0,4164.6,169.995517
2017-08-20 20:00:00,4069.13,4171.62,4161.59,4086.29,196.739103
2017-08-21 00:00:00,4039.0,4119.62,4069.13,4084.76,220.838143
2017-08-21 04:00:00,3953.4,4104.68,4079.26,4043.63,222.575129
2017-08-21 08:00:00,4000.01,4088.12,4043.63,4023.11,78.878314
2017-08-21 12:00:00,3911.79,4023.11,4023.11,4022.0,43.762796
2017-08-21 16:00:00,3918.8,4042.11,4005.99,4027.05,24.46693
2017-08-21 20:00:00,3950.0,4070.49,4027.05,4016.0,101.221748
2017-08-22 00:00:00,3688.97,4016.0,4016.0,3862.39,114.685346
2017-08-22 04:00:00,3400.0,3868.57,3863.0,3798.08,167.221519
2017-08-22 08:00:00,3750.08,3920.31,3798.08,3866.48,221.731236
2017-08-22 12:00:00,3786.81,3990.12,3866.48,3858.23,179.358421
2017-08-22 16:00:00,3853.47,4104.82,3858.23,3984.24,159.535655
2017-08-22 20:00:00,3944.03,4061.54,3984.5,4040.0,124.152681
2017-08-23 00:00:00,4013.89,4127.99,4040.0,4100.41,159.658384
2017-08-23 04:00:00,4035.32,4115.87,4084.54,4074.88,141.839603
2017-08-23 08:00:00,4057.0,4242.32,4081.63,4237.99,135.024022
2017-08-23 12:00:00,4150.65,4265.8,4205.98,4197.05,237.360569
2017-08-23 16:00:00,4103.51,4259.58,4226.94,4117.07,174.637585
2017-08-23 20:00:00,4069.8,4178.65,4136.48,4114.01,152.616402
2017-08-24 00:00:00,4085.01,4204.55,4147.0,4113.58,123.52015
2017-08-24 04:00:00,4090.39,4177.64,4113.58,4153.32,123.17946
2017-08-24 08:00:00,4150.0,4250.94,4153.8,4202.0,171.486488
2017-08-24 12:00:00,4136.33,4250.9,4211.78,4222.0,146.997342
2017-08-24 16:00:00,4178.22,4250.77,4223.06,4216.07,111.579358
2017-08-24 20:00:00,4193.17,4371.68,4216.1,4316.01,110.655955
2017-08-25 00:00:00,4295.75,4370.0,4316.01,4312.69,141.104526
2017-08-25 04:00:00,4267.5,4362.0,4312.69,4329.0,101.509543
2017-08-25 08:00:00,4298.74,4361.28,4317.81,4361.27,74.43306
2017-08-25 12:00:00,4261.13,4422.29,4361.27,4394.36,164.206656
2017-08-25 16:00:00,4284.11,4453.91,4394.36,4307.17,52.39933
2017-08-25 20:00:00,4247.48,4365.0,4326.0,4280.68,39.959625
2017-08-26 00:00:00,4228.99,4315.0,4280.71,4297.94,41.638568
